date,open,high,low,close,volume,amount,amplitude,quote_change,ups_downs,turnover,symbol,tech_macd,tech_rsi,fin_roe,fin_revenue_yoy,ret_1d,ret_5d,ma_5,ma_10,ma_20,vol_ma_5,amt_ma_5,hl_spread,oc_change,future_close,future_date,label_fwd_ret_5d,split
2022-01-13,8.750979255003982,8.882903565380927,8.707004484878334,8.79495402512963,852063.0,6400406.0,7.5075746592955355,0.6139694269891699,-0.09250446675325251,4.063037108128522,000001,0.5052993741967516,30.765459009285156,8.1,12.0,0.011318186324573265,-0.013310499250475782,8.761293650096485,8.843225072034354,,565255.2,5521100.8,0.019999999999999976,0.005025125628140799,8.976253690328429,2022-01-18,0.020614054909300794,train
2022-01-14,8.744907993865642,8.876740777692762,8.700963732589935,8.788852255141348,277408.0,5195353.0,6.612725718745384,0.003873801400379057,0.08884680022780138,4.31764075609928,000001,-0.261356415191647,24.639364428572087,8.1,12.0,-0.000693780771434116,-0.02432314452614781,8.717473296580579,8.804347920360856,,463506.8,6251532.2,0.019999999999999938,0.005025125628140688,9.343812568768053,2022-01-19,0.06314366171101127,train
2022-01-15,9.000044426244168,9.135723487946342,8.954818072343445,9.045270780144893,401735.0,2639209.0,3.956900648596804,0.8420297666195161,0.05357319097635654,3.902008897486261,000001,-0.2427490786725466,59.604912012515044,8.1,12.0,0.029175427866994008,0.02931575138420084,8.768996633134382,8.826488055189303,,447908.0,5234528.8,0.019999999999999914,0.005025125628140781,9.34549768876136,2022-01-20,0.033191588832861774,train
2022-01-16,8.81075752508471,8.94358301541262,8.766482361642073,8.855032688527347,680571.0,8298902.0,5.0829133063121335,-0.6777866639758741,0.06272398767956082,0.6612771656357541,000001,-1.4532414124907906,9.190485216377231,8.1,12.0,-0.0210317740885253,0.03939860392094885,8.836126976447577,8.834063383984907,,532813.0,5817630.6,0.02000000000000014,0.005025125628140638,9.681401570281626,2022-01-21,0.09332194592854859,train
2022-01-17,8.727124527045046,8.858689218407534,8.683269629924215,8.770979424165875,661050.0,1247019.0,0.524664855289882,-1.0750638625377889,0.0401668175031546,2.6861148325811337,000001,0.5545803118918878,89.5609985214942,8.1,12.0,-0.009492146140846258,0.008561383970036474,8.85101783462182,8.81802018693574,,574565.4,4756177.8,0.020000000000000143,0.005025125628140637,9.560899447292964,2022-01-22,0.09006064031466043,train
2022-01-18,8.931372421876787,9.066016227231714,8.886491153425144,8.976253690328429,868052.0,2003911.0,4.131460848196026,0.0362955031171712,0.05674129699495123,3.8664807448406426,000001,0.12388090528703843,46.22759421307276,8.1,12.0,0.023403802042561095,0.020614054909300794,8.887277767661578,8.824285708879032,,577763.2,3876878.8,0.020000000000000122,0.005025125628140634,9.62684941691851,2022-01-23,0.07247965008955504,train
2022-01-19,9.297093505924213,9.437250694455733,9.250374443080373,9.343812568768053,898560.0,4235352.0,6.0794686340581165,0.3287168561332208,0.060092193160807876,3.8720192113421463,000001,0.2744599237599636,44.48123649543787,8.1,12.0,0.04094791559151845,0.06314366171101127,8.998269830386919,8.85787156348375,,701993.6,3684878.6,0.01999999999999983,0.00502512562814066,9.592084700315146,2022-01-24,0.02657075254023722,train
2022-01-20,9.298770200317554,9.438952665648975,9.252042711873747,9.34549768876136,455720.0,2945661.0,1.8429327338228845,0.2397583475558897,0.19222319916380343,4.635306762764994,000001,-1.5265245318698402,10.471130357324377,8.1,12.0,0.0001803460825979819,0.033191588832861774,9.058315212110212,8.913655922622297,9.020932568540818,712790.6,3746169.0,0.02000000000000005,0.005025125628140716,9.274435009037068,2022-01-25,-0.007603948135341154,train
2022-01-21,9.632994562430218,9.778215585984443,9.584587554578809,9.681401570281626,285762.0,1288719.0,0.41189361247606815,0.10020976734623283,-0.039327161874436065,2.0795362352331983,000001,1.6506996911864755,68.49040370601138,8.1,12.0,0.03594285641140482,0.09332194592854859,9.223588988461069,9.029857982454322,9.02805447979091,633828.8,2344132.4,0.020000000000000153,0.00502512562814065,9.32602957604564,2022-01-26,-0.03670666810545786,train
2022-01-22,9.5130949500565,9.656508441765894,9.465290452820035,9.560899447292964,269830.0,1946746.0,0.23520953190660965,-1.6666152651342152,0.05129778277806048,0.04482627135008466,000001,0.15433553545635803,81.68939943424482,8.1,12.0,-0.012446764253489784,0.09006064031466043,9.381572993086488,9.116295413854152,9.020117225001917,555584.8,2484077.8,0.019999999999999917,0.005025125628140683,9.512579514669318,2022-01-27,-0.005053910763315073,train
2022-01-23,9.578715169833918,9.723117911087696,9.530580922749325,9.62684941691851,300514.0,9648223.0,1.2825259291873587,-0.1901480309409499,0.10999701323252103,3.636191164231994,000001,-0.3871399432863881,62.955017146233196,8.1,12.0,0.0068978834040784864,0.07247965008955504,9.511692138404502,9.19948495303304,9.021355012533698,442077.2,4012940.2,0.020000000000000146,0.005025125628140647,9.482926109881076,2022-01-28,-0.014950198222120292,train
2022-01-24,9.544124276813571,9.688005547318298,9.496163853311995,9.592084700315146,742576.0,7469273.0,1.9021359850255681,-0.07206427835094428,0.06213643336077068,1.3908177932451171,000001,2.029072220761112,24.202260746413284,8.1,12.0,-0.0036112247213785365,0.02657075254023722,9.56134656471392,9.27980819755042,9.042078058955637,410880.4,4659724.4,0.02000000000000003,0.005025125628140619,9.468835084829784,2022-01-29,-0.012849095825990031,train
2022-01-25,9.228062833991883,9.367179359127439,9.181690658946698,9.274435009037068,214001.0,3607446.0,6.44321349920437,1.4646132508364589,-0.04568253433114054,3.278035316525174,000001,-0.04538602986064609,78.54207215855097,8.1,12.0,-0.033115813840513875,-0.007603948135341154,9.547134028769062,9.302724620439637,9.064606337814471,362536.6,4792081.4,0.01999999999999999,0.005025125628140701,9.747420548215649,2022-01-30,0.05099885208292476,train
2022-01-26,9.279399428165412,9.419289871806097,9.232769280285183,9.32602957604564,669581.0,3503263.0,3.6729163195422627,1.8749480336094677,0.03388530548382844,0.24492328641099237,000001,-1.4506786991465748,14.567943338343392,8.1,12.0,0.005563095429349296,-0.03670666810545786,9.476059629921867,9.349824309191467,9.091943846588187,439300.4,5234990.2,0.02000000000000011,0.005025125628140635,9.497477834175566,2022-01-31,0.018383842419961827,train
2022-01-27,9.465016617095971,9.60770530981601,9.417453719522625,9.512579514669318,657069.0,9048069.0,4.284467019651563,0.5691519820216269,0.04483873645673716,1.7768697811066887,000001,-0.4052278554276867,82.72763289795971,8.1,12.0,0.020003146794949078,-0.005053910763315073,9.466395643397137,9.42398431824181,9.121002252588777,516748.2,6655254.8,0.019999999999999928,0.005025125628140685,9.19796017049011,2022-02-01,-0.03307403041352086,train
2022-01-28,9.435511479331671,9.577755370979887,9.388096848782265,9.482926109881076,332342.0,3311836.0,2.5048084646945448,-1.4204651227813045,-0.019286351622878534,3.1657883503295987,000001,-2.2883151019717225,58.070537061188574,8.1,12.0,-0.0031172832503016945,-0.014950198222120292,9.43761098198965,9.474651560197076,9.149468634538053,523113.8,5387977.4,0.020000000000000018,0.005025125628140613,9.06715234157408,2022-02-02,-0.04384445934612591,train
2022-01-29,9.421490909405636,9.563523435678082,9.374146733981487,9.468835084829784,500060.0,6939471.0,2.390626624209773,0.861059662861733,-0.05538574675613537,0.6302571858195771,000001,1.0493965493432547,28.93728115784362,8.1,12.0,-0.0014859363964260242,-0.012849095825990031,9.412961058892577,9.48715381180325,9.172512687643499,474610.6,5282017.0,0.019999999999999955,0.005025125628140692,8.82782778435992,2022-02-03,-0.0676965323323494,train
2022-01-30,9.69868344547457,9.844894753697805,9.649946342733493,9.747420548215649,783556.0,7163629.0,4.427883938560308,-0.458323738768996,0.0440390494054132,1.585672574062006,000001,-0.41647431852001854,51.3243399843739,8.1,12.0,0.029421302714648823,0.05099885208292476,9.507558166728293,9.527346097748678,9.220501010185489,588521.6,5993253.6,0.019999999999999858,0.00502512562814076,9.097085639651837,2022-02-04,-0.0667186672973561,train
2022-01-31,9.449990445004689,9.592452612517322,9.40250305583381,9.497477834175566,926009.0,2677845.0,5.966312105906571,0.5134870445816679,0.13749001284805892,0.7252025726747252,000001,-0.7425535252045677,62.885140306464706,8.1,12.0,-0.025641933966400687,0.018383842419961827,9.54184781835428,9.508953724138072,9.269405853296197,639807.2,5828170.0,0.020000000000000084,0.00502512562814063,9.159023463158741,2022-02-05,-0.03563623700167384,train
2022-02-01,9.15197036963766,9.28993977219501,9.105980568785208,9.19796017049011,200148.0,6457666.0,1.445521329742732,-0.6244495979011252,-0.007396379118408062,4.455355515073335,000001,1.0724701315754954,25.85894985926458,8.1,12.0,-0.031536547798793224,-0.03307403041352086,9.478923949518435,9.472659796457787,9.29447760515597,548423.0,5310089.4,0.02000000000000004,0.005025125628140616,8.986204842323845,2022-02-06,-0.023021987945288203,train
2022-02-02,9.02181657986621,9.15782386498982,8.976480818158338,9.06715234157408,302033.0,7924949.0,3.477195599387188,1.3097658323684858,0.0063604698420020355,3.871564465961934,000001,-1.6510755894058389,84.6906560459974,8.1,12.0,-0.014221395449797836,-0.04384445934612591,9.395769195857039,9.416690088923344,9.308087520978193,542361.2,6232712.0,0.020000000000000125,0.005025125628140636,8.863309009627795,2022-02-07,-0.022481516165956172,train
2022-02-03,8.78368864543812,8.91610606220352,8.73954950651632,8.82782778435992,612967.0,9760349.0,5.152695618324254,0.6231832913646321,0.11441595486088858,3.1925345891930683,000001,0.535429356326091,42.12537085992734,8.1,12.0,-0.02639467698329323,-0.0676965323323494,9.267567735763066,9.34026439732782,9.31003629743912,564942.6,6796887.6,0.020000000000000077,0.005025125628140723,9.435522447772346,2022-02-08,0.06883852724098971,train
2022-02-04,9.051600211453579,9.188056496048356,9.006114783255319,9.097085639651837,549142.0,2153390.0,7.680751044391985,-0.4024734432674955,-0.01835816760584228,2.59968263582322,000001,-2.0644148031211755,89.2337457255232,8.1,12.0,0.030501031722544036,-0.0667186672973561,9.137500754050302,9.322529460389298,9.312627040414467,518059.8,5794839.8,0.020000000000000046,0.005025125628140617,9.31350443855367,2022-02-09,0.02378990453365848,train
2022-02-05,9.113228345842947,9.250613697790328,9.067433228527154,9.159023463158741,291615.0,4926165.0,2.155229495084037,1.5422586796707678,-0.026070652236835575,4.88802472698656,000001,-0.6621593396668087,83.54685611475348,8.1,12.0,0.006808534728631521,-0.03563623700167384,9.069809879846938,9.305828849100608,9.327826579146038,391181.0,6244503.8,0.019999999999999934,0.005025125628140785,9.16109950504341,2022-02-10,0.00022666629177447994,train
2022-02-06,8.941273818112226,9.076066890747084,8.896342793900606,8.986204842323845,791959.0,6046588.0,3.1429123414076416,-2.041425942570077,0.01574536583403137,1.2929358087607197,000001,-1.2042198455997326,9.934751415963062,8.1,12.0,-0.0188686732302894,-0.023021987945288203,9.027458814213684,9.253191381866062,9.338587850053935,509543.2,6162288.2,0.02000000000000009,0.005025125628140726,9.221960939029184,2022-02-11,0.026235335254651604,train
2022-02-07,8.818992464579656,8.951942099724073,8.774675919531516,8.863309009627795,440142.0,3957361.0,4.554418367860385,-0.9132952434970589,-0.034550263114032816,3.527582551965132,000001,1.461975627213524,64.62541094487922,8.1,12.0,-0.013676055114749563,-0.022481516165956172,8.986690147824428,9.191229671840734,9.332940616018906,537165.0,5368770.6,0.020000000000000153,0.005025125628140641,9.349611430964083,2022-02-12,0.054866914919477816,train
2022-02-08,9.388344835533484,9.52987767225007,9.341167223294622,9.435522447772346,501373.0,5709268.0,1.1351804406807862,-1.3664873949784642,-0.05073459291978736,0.43121990320306447,000001,1.7661608779293339,31.049456649574246,8.1,12.0,0.06455979787266619,0.06883852724098971,9.108229080506913,9.187898408134988,9.337526109969119,514846.2,4558554.4,0.020000000000000052,0.005025125628140717,9.393947798678978,2022-02-13,-0.004406184111530931,train
2022-02-09,9.266936916360901,9.406639482939207,9.220369394168133,9.31350443855367,435847.0,7077262.0,4.892663773724937,0.2057543425360539,0.17987174582173723,3.10810497697881,000001,-0.3294137519130651,75.40531969831748,8.1,12.0,-0.01293177032793602,0.02378990453365848,9.15151284028728,9.144506797168791,9.335926447458736,492187.2,5543328.8,0.02000000000000011,0.005025125628140731,9.212222625384301,2022-02-14,-0.010874726461728823,train
2022-02-10,9.115294007518193,9.252710500093844,9.069488509992976,9.16109950504341,471602.0,5436015.0,7.79565797455648,-0.002901024547747787,0.04480496039844052,0.9766368728210778,000001,0.8407332421435357,54.26316574477315,8.1,12.0,-0.016363865451051174,0.00022666629177447994,9.151928048664214,9.110868964255575,9.309911344196824,528184.6,5645298.8,0.02000000000000003,0.005025125628140711,8.980385211371521,2022-02-15,-0.019726266871394782,train
2022-02-11,9.175851134334039,9.314180548419476,9.129741329638893,9.221960939029184,865635.0,9876552.0,2.1873620673853997,-1.9255911213909707,-0.12306354764305749,0.04706846028163292,000001,-0.17998640125235033,45.7598874651717,8.1,12.0,0.006643463915250392,0.026235335254651604,9.199079268005281,9.113269041109483,9.292964418783635,542919.8,6411291.6,0.019999999999999855,0.005025125628140666,9.09961332202118,2022-02-16,-0.013266984952214012,train
2022-02-12,9.302863373809263,9.443107545273724,9.256115316654443,9.349611430964083,291504.0,8504406.0,3.8446524688300503,-0.24520004672728435,-0.10505800072831402,4.546042151227743,000001,0.5680618873279819,89.5366784537062,8.1,12.0,0.0138420117780651,0.054866914919477816,9.296339752272539,9.141514950048483,9.279102519485914,513192.2,7320700.6,0.02000000000000001,0.005025125628140706,9.08877528481667,2022-02-17,-0.027898073419776015,train
2022-02-13,9.346978059685583,9.487887276665768,9.300008320692188,9.393947798678978,313088.0,8541926.0,0.9411061183738552,0.5172028541445388,0.007806725499698919,1.3967551111941834,000001,-0.7528371964214647,5.725355980016767,8.1,12.0,0.0047420545807990155,-0.004406184111530931,9.288024822453865,9.19812695148039,9.269195674404106,475535.2,7887232.2,0.020000000000000125,0.005025125628140735,8.760488690768947,2022-02-18,-0.06743268341336872,train
2022-02-14,9.16616151225738,9.304344851638145,9.120100399130457,9.212222625384301,943829.0,4205901.0,4.144482012657048,0.9452753498962823,0.023180630518958037,4.951494949602851,000001,-1.708339203167056,55.73176258679793,8.1,12.0,-0.019344920494473228,-0.010874726461728823,9.26776845981999,9.209640650053636,9.266085055221467,577131.6,7312960.0,0.020000000000000198,0.005025125628140656,8.99468888943576,2022-02-19,-0.023613599539933583,train
2022-02-15,8.935483285314664,9.070189063485236,8.890581359257807,8.980385211371521,242845.0,3324888.0,7.7726153468275365,-1.9967261766718885,0.07740431901716854,3.399074446032798,000001,-1.803098658479741,32.79110992966764,8.1,12.0,-0.02516628434206003,-0.019726266871394782,9.231625601085614,9.191776824874912,9.24880283698776,531380.2,6890734.6,0.019999999999999855,0.005025125628140666,9.14975469153786,2022-02-20,0.01885993486692228,train
2022-02-16,9.054115255411073,9.190609455241392,9.008617188800967,9.09961332202118,287198.0,8093006.0,4.339010078108017,-1.3896796433826077,-0.15969537263386388,3.3543329452098853,000001,0.38312185175751196,3.5273336313462744,8.1,12.0,0.013276502938725177,-0.013266984952214012,9.207156077684013,9.203117672844646,9.228154527355354,415692.8,6534025.4,0.020000000000000104,0.0050251256281407305,9.101563848316733,2022-02-21,0.00021435265725333608,train
2022-02-17,9.043331408392586,9.179663037664836,8.997887531968503,9.08877528481667,987529.0,9089244.0,1.7080116183147416,1.428855136382161,0.13586315023927,3.367121356336326,000001,2.2475950528076996,75.35185187029177,8.1,12.0,-0.001191043709327877,-0.027898073419776015,9.15498884845453,9.225664300363533,9.208446986102134,554897.8,6650993.0,0.019999999999999938,0.005025125628140787,9.049511063781358,2022-02-22,-0.004320078316921938,train
2022-02-18,8.716686247315101,8.848093577676636,8.672883803861257,8.760488690768947,704505.0,8094578.0,2.4860579202079824,-0.21910951208129792,-0.06850338991795078,4.961821664000307,000001,0.269411630507887,56.174065606887645,8.1,12.0,-0.03612000338441035,-0.06743268341336872,9.028297026872524,9.158160924663195,9.173029666399092,633181.2,6561523.4,0.019999999999999962,0.005025125628140796,9.095803021459858,2022-02-23,0.03827575635640468,train
2022-02-19,8.949715444988582,9.084635778330119,8.904742000541402,8.99468888943576,668525.0,8571320.0,5.0112595171545715,-0.4318255745251295,0.01697943497445571,1.1236170115044164,000001,-0.5246046194008523,89.41453369562156,8.1,12.0,0.026733691114012137,-0.023613599539933583,8.984790279682816,9.126279369751405,9.135393083460096,578120.4,7434607.2,0.02000000000000018,0.00502512562814065,8.958401172781803,2022-02-24,-0.004034349281004879,train
2022-02-20,9.104005918080171,9.241252238453239,9.05825714462248,9.14975469153786,503984.0,6259758.0,6.856187502498929,1.0572269174423308,0.09562993634916002,4.9381950637912855,000001,1.9120188623319405,59.826122757183086,8.1,12.0,0.017239707121412984,0.01885993486692228,9.018664175716083,9.125144888400849,9.118006926328212,630348.2,8021581.2,0.020000000000000122,0.005025125628140636,8.688738680749818,2022-02-25,-0.05038561429569377,train
2022-02-21,9.05605602907515,9.1925794867999,9.010548209833566,9.101563848316733,232905.0,5406375.0,3.6275015324789486,0.7878355496765371,-0.14253172014421714,1.6083162415881898,000001,0.23730184663719345,33.703427943026796,8.1,12.0,-0.0052669000258220855,0.00021435265725333608,9.019054280975194,9.113105179329605,9.113187110219542,619489.6,7484255.0,0.019999999999999993,0.005025125628140702,8.753242232081577,2022-02-26,-0.0382705238396559,train
2022-02-22,9.00426350846245,9.140006174419172,8.959015953143544,9.049511063781358,602049.0,8993400.0,3.920960974327657,-1.5259715026828253,0.06426369637528342,0.4713220498609938,000001,0.10143398521161544,98.52196553795466,8.1,12.0,-0.005719103376394141,-0.004320078316921938,9.01120143676813,9.08309514261133,9.112305046329908,542393.6,7465086.2,0.020000000000000146,0.00502512562814074,8.465424917838925,2022-02-27,-0.06454339265688136,train
2022-02-23,9.05032400635256,9.186761051674457,9.004844991245259,9.095803021459858,521552.0,2162963.0,6.4748425633939295,0.02948889837387636,0.24376630905186258,4.611242961145199,000001,0.25257773555531754,11.57140506093054,8.1,12.0,0.00511540981078773,0.03827575635640468,9.078264302906314,9.053280664889417,9.125703808184905,505803.0,6278763.2,0.02000000000000017,0.005025125628140648,8.543570278496738,2022-02-28,-0.06071291799747969,train
2022-02-24,8.913609166917894,9.04798518450962,8.868817161053986,8.958401172781803,270287.0,1606480.0,0.8423497383410785,-0.4324542389649819,-0.014519331547181847,0.48638619721722065,000001,-0.13237719756684715,5.260174257878858,8.1,12.0,-0.015106071267581345,-0.004034349281004879,9.071006759575521,9.027898519629169,9.118769584841402,426155.4,4885795.2,0.01999999999999983,0.005025125628140761,8.25532878472655,2022-03-01,-0.07848190480589201,train
2022-02-25,8.64529498734607,8.775626067557317,8.60185129394232,8.688738680749818,994218.0,9047938.0,7.609964870614028,0.5022681979975893,-0.03637775219180753,2.3764610603685687,000001,-0.3094763405888804,73.26219094520809,8.1,12.0,-0.030101631622760694,-0.05038561429569377,8.978803557417914,8.998733866567,9.095255345720956,524202.2,5443431.2,0.020000000000000157,0.005025125628140639,8.23548693866799,2022-03-02,-0.05216542454959805,train
2022-02-26,8.70947602092117,8.840774654402393,8.665709809760761,8.753242232081577,960441.0,4668042.0,3.718120491305327,-0.6164761215231997,-0.047211929647782425,4.170256624343317,000001,-1.4349634660355541,37.08748992894842,8.1,12.0,0.007423810716585155,-0.0382705238396559,8.909139234170883,8.964096757573039,9.083607215208842,669709.4,5295764.6,0.02000000000000006,0.005025125628140719,8.208358030956953,2022-03-03,-0.06224941418021823,train
2022-02-27,8.423097793249731,8.550079167017314,8.380770668660537,8.465424917838925,565603.0,3656008.0,2.653198866077954,0.45672794942963807,0.0522637749432702,1.3830292254665983,000001,0.5016241231810408,36.14650786285366,8.1,12.0,-0.032881223506847634,-0.06454339265688136,8.792322004982397,8.901761720875266,9.063713010619399,662420.2,4228286.2,0.019999999999999844,0.0050251256281406646,8.564883882885164,2022-03-04,0.011748844979612594,train
2022-02-28,8.500852427104254,8.629005981281704,8.458134575711771,8.543570278496738,350466.0,8644653.0,6.228359157895464,-2.8472133558547585,-0.07390833035428862,3.6011793987350487,000001,-0.09477545043989416,87.65321564895721,8.1,12.0,0.009231120872992271,-0.06071291799747969,8.681875456389772,8.880069879648044,9.019115402155618,628203.0,5524624.2,0.019999999999999817,0.005025125628140658,8.35200722096838,2022-03-05,-0.022421897553824954,train
2022-03-01,8.214052140802918,8.337882072573816,8.172775496879286,8.25532878472655,217427.0,1858181.0,2.0517809906979663,0.053621960112814206,-0.08473366736846219,3.2095194294429548,000001,1.1930859223440107,32.72936465153866,8.1,12.0,-0.03373782673686898,-0.07848190480589201,8.541260978778721,8.806133869177122,8.966206619464263,617631.0,5574964.4,0.01999999999999988,0.005025125628140673,8.069018057216915,2022-03-06,-0.022568541165111977,train
2022-03-02,8.19430950397465,8.31784180805467,8.153132069281309,8.23548693866799,588941.0,4484128.0,1.171493027462705,1.8571848580969943,0.020418693021749187,3.4554923827006814,000001,-0.3688184684478463,88.89885968841091,8.1,12.0,-0.002403519784126784,-0.05216542454959805,8.450610630362357,8.714707093890135,8.919925991145492,536575.6,4662202.4,0.02000000000000014,0.005025125628140738,7.9397825960623525,2022-03-07,-0.035906115182724574,train
2022-03-03,8.167316240802169,8.290441611266523,8.126274450647383,8.208358030956953,658306.0,2101479.0,2.0649734633643764,0.8412005138206335,0.17265878038496799,0.753585100198082,000001,-1.9063698785304681,64.39879792316223,8.1,12.0,-0.0032941473786641806,-0.06224941418021823,8.341633790137431,8.625386512154156,8.869245845741881,476148.6,4148889.8,0.020000000000000136,0.005025125628140628,7.715036110771539,2022-03-08,-0.060099951576783384,train
2022-03-04,8.522059463470738,8.650532721714017,8.479235044056312,8.564883882885164,434976.0,3787710.0,5.380246958326788,1.8150271360088206,0.03250101169785118,3.5148773571677863,000001,-0.0996106318948645,32.90495438867621,8.1,12.0,0.04343449086694462,0.011748844979612594,8.361525583146678,8.576923794064538,8.830009468337934,450023.2,4175230.2,0.020000000000000212,0.005025125628140757,7.597083617555086,2022-03-09,-0.11299630894751433,train
2022-03-05,8.310247184863538,8.435527293178064,8.268487148758696,8.35200722096838,681000.0,7729899.0,0.8053438417252563,0.5365137267206405,-0.0591283573686,4.198429443332002,000001,1.6995372967466809,5.953265441246691,8.1,12.0,-0.024854588203135686,-0.022421897553824954,8.323212971641007,8.50254421401539,8.777912439452404,516130.0,3992279.4,0.019999999999999952,0.0050251256281406914,7.681243813310014,2022-03-10,-0.08031164125126244,train
2022-03-06,8.02867296693083,8.149708237789085,7.988327876644746,8.069018057216915,236646.0,4019708.0,3.610472581886458,-0.1638531742804281,-0.1298417424519424,0.7066953487994804,000001,-0.38342312293151254,24.51093526405581,8.1,12.0,-0.033882772878955136,-0.022568541165111977,8.28595082613908,8.413605902458901,8.720752211044035,519973.8,4424584.8,0.020000000000000052,0.005025125628140717,7.835639299110484,2022-03-11,-0.028922820156251583,train
